youtube_id,label
ScdeZCO1dyM,19
eZ-MtaWdbDU,16
SoqhY5BZKbk,14
0t2ou6rPPus,9
kdfWL9QXBsw,4
mLzHkaUyGRM,1
QX9mLRP3yH4,16
yOq0Hx8gKY0,15
9Ze36BLDHaY,1
TX72izxD-yk,17
luvgveMw7ns,15
EWY14xI8Hys,1
2TPXjfChl3Q,2
AfXy6rYIOf4,14
DKqNoXH4YzI,19
ZhvW8IOxcUE,14
H9yldThtNPg,12
0Hn-ViZTO7M,19
jOkCtVzqfeI,18
vDONNnUxXE4,2
UO9LfNxLcLY,11
iY6bZbDN6cc,1
XoU9YsDVNOc,17
-sXb-urx3Y0,4
mcdLVarBEyI,4
PHUNrXns4Do,6
zrfDUSVssTA,18
sR00SSDqMUA,13
IwcIDxkPfas,12
6rKQEkbT8EA,11
kXaEXOhaBmc,18
N4SDSn-dbjc,5
yUM0mUOKrZ4,1
la6PVJ6tcoY,5
m-eJ7vq00Ng,5
r-UaGaJWdEM,8
y1SsxcH3LCs,11
8yaknSBWc30,19
65jpcwYPNI4,10
5WMewyIvfrE,6
FjkTthhEUKQ,1
YdGEu8nCsus,8
MHmI0ix75-s,2
E6cWQUJuW3c,2
1wMk64QYozs,4
NCAxiktP2DM,18
YHLmZASbkgQ,12
BNhhv58D5EI,3
FOL6iSQUNOE,19
cBGAHhWbxSc,5
Tzi7ccWzHMk,17
GBnJoEmlAVw,17
SIbfYIy2Rbw,9
nNYJpnVVtlU,4
o247-XdddHg,5
fe1DFNJqCyU,8
mRxZYqAqpXQ,0
wbSrAPthWFA,2
CYTvP5nJkuE,14
Qkaab1yZS-I,11
pieT6K771WQ,0
iE3bDmtAOXw,1
icWKWkhChmc,17
hdq4X-XH1Bg,4
idydkLbbdNo,6
VagljxsX22A,7
oz54aIsXUbA,17
PkBBg6I8opM,16
SxXf19t7WAI,1
ThUv9kDN2e8,16
G3Uimt9kq1o,15
Jcg8cxX0sLA,13
qPLy8eIsk0A,18
i8iCCjdTIh8,6
wH6Yp0lhJqM,7
BjUW5osJKPQ,14
K50ofNtAb8g,13
y3qaAjupKO4,4
FzUyL7ZshqE,4
u71sbrwKaWY,4
Ze87INMFMbg,2
s0T45eUtIYU,11
K-7yleqXnPk,7
R2nja72feKI,17
m8AGzedeHcs,2
lJK0d4uXE1Y,12
E7ipEhuEaNY,19
TSLDZiJyvc0,4
d5ckXvD0yQo,19
chjgaxwogSU,7
xfTw2H9RqD4,19
lD-f9a8-OLw,13
9M-VMYzLk7k,5
qoOntNwuUo8,16
WLbP10RElCk,12
JFFAXngNRqY,13
84Af3TYpaXk,5
bt5KTOJvJCA,2
9Rtxo-RRwRk,6
L1KdUX9tjD0,16
QmlQoeZ1jvc,8
wEtxncc8UQE,17
RILA1bcPtvo,6
p8epjImv6L8,16
DM3iHg1ErTM,4
5FrsOFo9Xsg,4
boTaq9bITFc,4
q3wjAN7mB6w,4
-TB-UFW3T7c,15
4zEzLuwTsYY,3
F-FNZyVzoJA,11
WunCQpOATBU,8
0DdXhnmSEbE,1
JnOyooHDeTM,6
6Bmd5LcdvmM,11
g01VSXbqvog,4
Vafqs2AlRbw,17
jZtbvl-pU5g,13
DMf3fMRM8Ps,5
fheKQv0R91s,6
FBPEtclqayQ,3
oUaHin4CHBA,6
XE3sJS0UL04,6
uQLtdaejrq0,6
d01PAiIB3wc,16
RuYn7Nr6huk,6
fTJXY2Btoks,15
fZ3VFKHgznM,16
cADg2xg8P30,4
qhAQELTpQIw,2
RfAq8nEfwos,11
5BRLWWZGlXA,12
bPaM3ktwKQM,4
WTzwsC4ZPXo,7
6pA6SVAjnGE,5
fSueAupzN2Y,10
B-HzHxdgAVM,18
pqGlQm8B8sI,15
4XRH6kszN7I,8
eU8cGfIXO88,12
NC1f6d4pOBA,2
4FPkOxtX5gk,0
S2VBnL7lnuA,9
mJf3QeXPAlQ,7
JLL66VdZutc,10
OrpARbhHiko,17
pPVyecydMV0,4
oABbVDB9Io8,2
bh8ZdTLYBI8,1
j2-V0KIgof8,3
kYmeb-vu2rI,16
us2sUCkXS5k,9
fyOlSl3azZQ,0
YrXDMg3XvuU,12
x3uE3Zl3Q-Q,14
aWj6pdMVmmM,3
-XVjAQJ-IPI,18
KVlc7eVQ770,8
r7s5V7aSszQ,13
G7JJLrflK8M,4
TEJECfAlV9Q,1
hWqkIrZB8zI,1
OXGFv-WY-qM,14
MzIYzZ5s5Cw,3
FPWjxVaIdHM,14
o8dQh3iGF14,17
JfHXuFmNp4E,16
bqSQfOti2lU,16
X3M8ai5T9hQ,16
yXyUjImxFoM,0
vdZKoir7q4o,3
TNZiFfwbsgI,10
LJa-jfU-8q4,8
kDfoddM4XTg,0
-5ZUMpdBPyw,1
BdtdXBuiEOo,0
iwLBtXWfruk,7
5-Kah6fnauE,6
vLutA4k0Oew,6
2QIfe1CY-ho,11
HRpQSe1XNRE,1
hT9z8gFvc20,1
ckr1Ubf2iVk,6
PkvRy8kNnZg,4
15PANDWM5ZM,17
TjF7YLnhlVs,3
AWdSR1ORALw,6
vzmz-0FahwM,15
3qBGSjsphBc,18
gNJPngba9Xg,6
15TRan7ygBY,12
PfaoXk17eaU,1
x7pH2CwXbbg,12
eiuWog1Jwjk,2
4jYp88KLulk,12
Y7aLr-GSm8I,18
6AsmFje9dGk,16
JdzeuQS8aBk,13
d49mQWx55nU,11
cWbrHw5TQAk,2
UQ89aC1WanI,16
cwGMdiWQ55g,8
dUIEqy4Q2cA,2
Vk7POyM81G0,4
pJnOGYz65i0,16
HZZX8GJ5IEQ,4
PmXME1oWdQo,19
lg0d3RP1lBw,4
z-l6egpZbWA,5
gT7ulQf4ftc,5
D0545QtHOv0,12
YsuRFgJjBJw,2
r6AH7P1aS8g,1
whp86pJQTGs,0
y6c92Kv0Y2A,0
Q6Lt5FYMCNE,9
hBojGuacBRQ,4
WUUzThNWkmk,7
zcHo-29P13A,11
559u6rLlq0Y,1
laxpsX8aY6U,4
y1ffOq9A8PU,12
zX9kNzokdKE,14
TGc0eOWcjuU,3
p8v-7fwRXVA,12
fKcAu0nrmgo,10
LZamgpTRIhQ,3
Fzmqc3O1pz8,2
NwmHHLdDBSA,8
MqGm1bhRAxw,14
JWdPHtCcDAg,10
C5XXWIQKMZg,11
x24bMb-M-tw,0
2xzqtZJF344,6
b-B53Xilqi4,0
moOzBAahZtI,9
SRfgEMWzpig,15
vKehV3Pv1Es,16
8JDCp74fmUs,0
4s-NZL-66vg,9
KLQo8On8fXY,18
-ff8k7ezmv0,8
SsYbVpj8qUY,4
PqEzR1HPEuY,17
xTusZboSDQs,10
mAhA28uZ4so,10
cMHVGfxe5Dw,17
Z093UsgwcHs,12
hiNyoPMrEso,2
oQmzRdgcSTM,1
cXcafd7dKxE,16
naUBS22Gwbg,8
jlrlI9epsK8,12
vOOovxNv8bc,11
XHKNtHgbqyM,4
K4Dt9QTRszc,4
4lql2MpStFI,4
AEVvBaoCJF4,10
zLD1tKeY6Jk,16
8QwHNwbiiKI,16
YkjexWn7zxE,7
XaI3ouY8mSY,7
aiQQvELYoVc,11
OmYV3euOWVY,14
q5rXAbc0rmA,7
gt2zpIpUmoc,13
pNwXH07h7xI,15
k0vTL84TiPY,11
l7tyTnx0-bk,2
4quYrEdOsIY,12
gkPgiCzGxAY,5
GHIuUE9ZYFk,10
al7rowk2lqE,0
VN4KuniY1YI,15
XP56gfLQTvI,2
wKOKK0I9rFM,7
el36gh0pxdg,19
MHIEhrMq1A4,5
iIisP4AADrA,0
MmSaxRquZQQ,14
H897oyYA0ZY,12
ycqLXQRsi2E,3
mqJs9AGhulY,16
in2qZQTcNrQ,12
OJiRbh-S4xo,18
7TPpBJODJuQ,18
2jhBB7aXIDI,18
DSM2nGwVOJY,14
dG0830Pn95w,5
0RrSCIIZBZ4,11
ufNwyI7hpQA,1
3g08V1I3ypk,13
3w6Z-KI4WTI,11
0zz4NLgfYgA,7
hy3pYTqwqeY,1
AmwDjdulO0U,7
EsxSrHv6TGM,10
c-rlWowSn9o,10
RJ18C75BVCs,11
LYLKMXAEXOI,4
wiRll0fp9yI,4
nZyzjVSG5T0,1
6bioRVvMGUY,19
BifhmR5ghlQ,2
KKZkLzyeiTo,16
biXlKMXrOVg,6
s5LNYhAu5KY,2
GJ8a5llKCg0,18
vq5oB5PGk24,9
7NukjWcxZr8,9
HFAplMalpic,19
szoRUkFWLBs,19
dOrxLfQUEZU,3
lWDPtgYjOnc,13
TnQtIIrZHLQ,11
YFOuDK9eWIM,1
eb1Xajy9r8Y,16
ZIO9iaKEu6o,9
Nv8g8Fu-FHk,4
GA4siBoRub4,9
bUaAmwUdxTo,16
RrPayTRTQYQ,10
FTbEyr0VkpI,0
LU7Kn4EcNm0,8
yBeSaFkHoUk,1
2ZSRtGBXLys,16
I6k7xmmTsLA,11
Q7baI3vUc60,11
V75fleYaNe4,19
DBigZ9-l75w,6
9XhtJJXsntE,12
iAN7NsGNUnE,5
g2Ais-98Gh8,12
qydgFnGrqk0,3
ySBe-6gMfXE,0
6EPV6e2GTjw,2
NbxbQdzj198,4
pGn0k4Zizkw,11
-l7a0cpgcs8,3
40mCHuCZUQ4,12
1lZTkyXPh34,1
A4-RxsliO4Y,13
UBn0yUro3eU,5
eyphZkz4Ztc,12
os6kT2tbdSI,4
VJrg7XwbEKg,12
AT6Zv1DRx9c,4
mJL9xXgmRRE,13
sFonVBFof8I,10
yh-UhltDkbs,6
zC7JzLpmx34,19
JugEMFP4FCU,14
7TM0Emm25Bs,18
hkcyd4evHGs,17
HVXj-XtxiYk,10
BiHb0qGx0Dg,16
zt8XGQNozsw,7
A07VbL59fSs,4
Zi4ae2TFleI,4
XhgKnTVgwtc,2
eMeZXTwRbBY,4
WDXhQi4EnMQ,1
1I32icBayTY,3
mvUeILxa-Bg,8
ZNBexGy5920,10
DzNubIyNq9g,16
nEgiFNvEiZk,17
GA-Veel0rks,1
9VRbjVanTZc,10
91ePHQd9k18,2
Qf8xWM8pOUs,17
SQQuDFRrNRw,4
s4Mb-M8IBzE,10
ucbtIEXq6CI,0
fLhZzs1VD5k,8
xI2MQkihhM4,18
E3JsGKoZ8I0,12
tF6lEJf4a1A,3
1DUeLrU132E,0
4JpO-rQXRbs,8
3p2W7CRsaDI,7
c6HGcWmR4ZA,2
uFtIvWqEGuI,5
T9Vwt7wFvPk,8
ARrWwHp2boI,15
vVav6kdw34E,6
R-0AapiCYhY,4
xO2-qVRD0vw,11
z9bKlm7iw-M,12
KzcEjg1QqKo,16
RUy2rJNwPKk,8
niDl3tR0qmU,17
IQSpNGEVQQw,19
7FfIP6NeUg4,13
DUxnn66aYN4,10
9xq4N8ZiSrI,9
-XA9ixioG8I,5
5lIUJ25WADg,18
xXhoF25cDGY,4
UlMSKrKgfPU,9
KsvZcXaZYZk,16
sZ0d1-OoW0M,0
i6zZrfeQCv4,0
rC9X6gM8vNY,3
unru1lj6G58,13
31MdP5EcWuw,2
oJNmouw3rvg,2
OMCl7VJV0bo,4
Xbh34NySJf4,3
w6Ab1AnN6dI,4
ydKNPWAVLck,6
bu0C-LN3hw0,3
dRYRn-2W5LI,16
ba2LqEfeV0w,3
elAyLCjtVXk,7
FRgRmsOJjOQ,5
TlTDOt2ulrQ,3
MTJd7r1auLs,14
iapd2R9reV8,12
t1tLpeKdPgY,7
awFK6Am3BvE,2
zdfj7LaXWKc,14
0S5GUT-AuxI,18
H5wFL-91UwI,3
0MLnPaVTB0s,6
ePLYCHDRzFo,9
1cyNIVVkYPo,7
1GvDmbK0X5M,5
vkKqdSBfcM0,11
raJZJWfOKKQ,4
vuaIJq5YKKA,11
Hfn2ZUnK9tA,1
J8yJd893FEM,11
xvdlBHQkw-s,2
FUvGb0md4Fs,7
55IHJUQEfjo,14
WFlgqWhK8O4,12
99rrOdjGjjY,8
6GmfMTashYE,16
3GznvUGWPLQ,19
rLjPycBnTl8,3
AYicWQwBHTs,5
eFHWaR5bMKc,8
lRbjpnPuXVI,15
2Ukcti1Bg78,9
LDEAB4cWirU,3
oFs8BsJUov0,2
Lbp86R7BNTI,5
Jzczmi1mPTs,16
2idwNvX6JxU,16
ddUeIMYLrAQ,0
rjZwADPo14Q,17
dbOPj-Pb3eM,14
wYxlP5KqtDI,3
5hVE8UYSdw0,16
xO33XuRcZyM,18
r6QYkWLf72Q,18
2R2Xfv0IuV4,6
kOqwR71q7GY,16
LTQupWbcSzY,3
RlUdIaNLnCU,4
QSaelTDaFQI,18
AeMRuiO9Lms,8
I0cNTjrVfGM,8
JGcJOVYruFQ,5
O7RcxNxS4wE,3
G-7Nv6sd01M,17
0Qh4-UWmOv4,0
Kf5xVWGbJbQ,18
adybXdsbk7Y,16
wnrV6bQdmPk,12
P26evLIFVTY,17
4vmTxESTnvk,3
Tm2QbT8qebo,1
GSqV1hNALwg,1
fJSyHI9ziuE,14
vcIJuRyFvos,16
J-4j8yK14lY,8
GdiIhOVU0LU,15
mMNZzz0CmMw,18
UZ7WCm0LCNc,10
P3HNk2A1ER0,4
-jojm7lj21s,0
5hHcegroX2Y,18
kETFtgRjueU,5
Utgx-uqDmhg,17
9zFNI8ow190,7
ODeMQJe1DY8,16
2ubAyBu8goA,6
GpuT1Y0bAVQ,6
jfLqqr-fwtM,14
wzbgsxvAbSA,2
EuQdkwiTbM4,4
MNxb2u3hRcs,7
HRT1RtV0Hco,6
pkqrjVejUos,14
9r-u0u0CS50,11
Z64Wy3fb8J0,5
RaYc-zITObM,17
bHn97AcmxiA,16
qFqL0ANuQmg,8
DOEFI1t4B0U,2
UOApuo4tGNM,12
Ow-Gfsn2h5Q,3
yuqQY48wAig,9
dTaudMBdPEM,4
YucdbUC4Uw0,1
MM6HGEUuwEc,8
8KBH4YdsQUM,14
Eylvz04H2WQ,9
6SSZnJJQaGk,0
kFU7J-VIzAg,4
5PP3EjayQvY,12
Gc-OFuWryEU,5
tNkS1qH0mrw,7
ydDnx0Kd9Tw,10
lITBgoUmTZg,11
BswOy2mbmJo,15
F5L1P71wAvI,15
QHnTMin0MD8,11
07pCpaFU-mU,7
DY4FKi1SRLs,11
TmApWjQxUWo,12
nqKzc4fcnqU,4
QdL8YufjgeA,15
iEaAEqcwYCc,4
7tDqwfDD6jI,5
EadUYYTjUaU,3
9eFZgSUgw2I,16
btS9vy7KpmA,14
0qyu0s-bugk,18
LBWPSKf0V1k,19
rY7E7XcunK8,13
4NRuDysM9t0,9
d7v8Ifvpdak,1
sxCTIuOHrgM,2
jsBLcNrKeVU,17
lrrt4dybyvg,11
fPGsgjwzVw4,5
Fv5vYjTBh7g,5
g4heFwSAqBE,8
RtoxpQNWEAA,3
1f08WJbY11Q,0
YMPMH0STvKc,15
SdJUg6GOBPk,0
5iVs9egiH9k,0
FrfvvkCjhGo,15
tP9AqxtWRNo,15
eN3Ikew2bis,4
dEEpsOqGpl8,10
fQHzllkQ0pQ,17
sOlQunbF-wU,7
FItmM1KfHK0,2
AUWZKsPOrag,10
ifHASXadtyM,1
a1UenuR2Etk,0
3fqeRc5WmlI,16
p6aB-it-AEg,16
WeUUjAjMBFI,10
ODzBrnxaiZ0,9
JCwgmo1sFhs,1
f04RqCdLV3Y,2
41H01qA3Z3Q,17
AdjqRJ5aGB8,16
NB6jGd9D6UU,1
wUnKdR900ik,6
Ynq41BdoEdg,12
I-clLa6cdR8,12
8qiGFC1zJhA,12
cRoKp1r2Jl4,9
Z8ve1inEQU8,5
go8jvI6GVCo,8
YtL993t2TLs,18
njxWs7SUClA,6
ba4Dl0xnnRY,5
Y9dQa8c78zo,16
-RvbvRbhpgk,12
k0ZF3Bc-vxI,14
FGxjBZlSk-Y,14
KRCArbi4Gtg,11
PmP0qvAs7Es,3
Kt3hfY0L9gQ,11
Rmj77fgkyI0,12
QKGG8anw5jQ,13
yyAFzCyVDFU,16
aLMtmur8O5M,9
vIw3V5So9F4,10
-tVcRS3Olmo,4
L8iSs9oGTLg,4
3WfIqboFIHM,12
u6S9S6G28e8,15
Hba0k5W8q6c,5
tmWc2YI0P7o,6
vRY-EhPcCx8,1
pzoeI5dhKMg,5
x2MfYn8VxrM,18
ucngMRe-ons,0
wES1k7KYlGs,10
d2McBUnQX74,19
C0204uQIMOo,4
BE5Dxmhuj4Q,8
6GIErLWuIow,3
8NAJGtltNLY,4
KXb7zLq6dYo,3
GUuVkUqoR4U,8
AsygMA4mPlU,19
cmtRPX-URLI,8
pYPXIuODIr0,5
a1Z6FqdAIX0,8
X58CjMF4-9c,5
emiX1i0uiF4,7
si20P1fGctM,5
LZ9EfvRUoqk,4
NLtGWuyBmHY,3
c3PUNJ65ib4,14
8eLQgnHTjNc,3
mH45Gb6ZXFA,5
8ImKNRTOz8c,6
cAzLv9PKe7U,7
5e-szV82g8U,10
PxYkksCvu9k,5
zDSoOktJ5T0,16
SBBDfrySeVw,5
fwbnW2AAcTo,2
JkEOSrNQdM0,17
ozZX1mhP85k,14
IF5E3hrTv6U,3
iuvXKUO8dGU,12
CeaGmR40usE,7
0L3RDU3j3h4,1
xFKvLMwvYJA,10
nTsTmiR-cJc,16
yG-7nnE0Kjs,12
Ghxthn7cvhM,8
0Wk-o4jT824,2
j1fmZnl0HmM,2
uA7SfzT4OAk,18
aIUr207qOo8,10
HeYe0ptTNg4,10
K7RxwCJ-lJM,11
5OtE4Jix4j4,16
sqyymSn65kM,11
7HK8FjQTVhA,11
HDs68MUd4VE,9
IKT9OGQL4kI,8
V-dD8BnAOQg,10
Ik5Jr9YFZV4,6
pGr-DQIE4KE,0
rhwR4OeZ698,0
pGighsU3ZjY,4
JXWrdJykHy0,9
-gFXx4UHLVA,11
ep6Em1mTYL8,11
lBus4ShfXCg,11
Ym8oniLfKwY,3
r7eYfgtKvQs,8
SKaoeBIBJEQ,10
MHyypcyAKcI,2
DaItCYvCejo,16
cT2CDUYsWNM,17
89qCaOlNWX8,9
sD6qGus2tJw,10
5akM3WHkFAE,2
nEYmZDeTidY,18
H-Fox83UoeI,14
7w5XNURsOEQ,0
9DkR2as5UDc,3
BUmZgW3pdh8,9
0e7DZ7eGNWE,10
MN6edmwMExw,7
O8oVoWOT284,6
DcTXv451XGM,12
eEXvSDI-o4k,18
8CS5yWowWrQ,3
ihK5m8wSZfY,11
5SCsY4UFup4,5
2SAImXQ2Z3c,5
NvbYWc1y26o,15
ywJOGBx1IpI,10
PE6NqYrWZYk,18
y9SyGbnm0f0,0
LGvpifYia-4,16
I42GXGzl59M,15
abZ-Fqg1ky0,12
olx2GuwCt8g,9
B1arW5JeGeA,16
wFX--ACWSvM,6
hSTO8Ezdcrc,2
I7cCqXa0Ukw,14
mmnlPVS07nk,8
u2wpESLUXR8,0
EHqe02CwNYg,7
AjSwqcJQZ74,16
nWiYqqsK9Xo,17
-6d7xfYKptE,1
8toLSQt-7s0,9
LwrI1xnMPqI,9
3OBslQkOLs0,8
AFI7967kNus,16
FLVSpMplM5U,18
SbjLxK95uvw,8
mzsb9SXiGF8,6
2w751m5fGnI,2
KD-Uz0wx6cw,1
bm5Hb6nAFCc,2
daVe8jTCtY0,17
ygNiAUADzh0,15
E2vvFRYj2Ww,8
QtajT6FjELk,11
bu3YFLayHlQ,9
eP2hgeyu6NA,1
l558nJKs2yw,11
Iw3uEH13Bv0,5
xo9uWq1Gb9A,10
y9EAL6ik9Aw,11
7hvz7MQIyyY,3
wcz2zhOEvcg,17
d9bG2zumG58,0
bUY36lRBAGQ,11
L2U41Pt42X0,5
XHeXRsF7imA,15
8ra9i1cgwqU,19
LrOhfTvp0DQ,16
8466CdH2M5I,19
vSNT4mrRVv0,14
LZ3dx2riUBg,18
9pCZG8uox4k,5
vlnJ-t7imQU,2
97EkGIwsXgo,10
wO18PMtA3Yw,2
ykJPdkYG6Js,19
vScPvP1myzg,4
HNNLsm5ix0c,1
ALnvlijKCQo,2
KWu8M1k2kNQ,17
7vLw1NQSrSQ,14
hgJms6BIT6o,6
bZq8DFWy8SM,5
E68guBsbwZU,6
JlUStgcVc48,1
YWwDjkXzazg,11
pwG90Wes4s8,0
speVH13op78,14
6ftPtknrX1c,11
8BBsMZNzk5o,13
nw4jCocjZ3g,11
eMX3l2C9TBo,14
H1MBOvS4RYA,2
MfVB0etptfM,18
x-QzGxJRxwU,17
HNHYx1W1AVs,18
Uyxs4B0IDq0,11
x3jEnAxxrxM,7
ar--VyjSXzg,2
gLm9lmq4H4U,16
Ebiu1wYt070,16
9qRLbTGVkbM,16
4eiKqHm86dQ,8
AnLRAH0fiN4,12
kX8fNMFkxB0,8
jL3Hnk1c1oc,17
h9pG7ZK73pU,2
qramGWCPsmo,4
8glwTlqUB9E,1
CM6go07iRbY,17
5SChEaRu2z4,10
9AzxNJ3hR1Y,3
Qy5XeQod6Is,10
Fd-AcarNvJ4,14
L-s79uFtdZo,10
FrFL9Ii91C0,4
pL4XewFll70,14
2amYgQvejwQ,17
2YWnoTKRxbk,14
u6wuemZuris,5
vdWsu9i1YFc,11
nK0AFERGH0w,6
Bt-5NeuCJcc,4
XtIzLqwaeA4,18
RbBGLSJT-iM,16
biTTGnicKNs,5
o0sjnVRZnY0,5
aAjY0n7Knr0,5
iJmpy8veVak,2
o4UpORNv0hI,19
vMnWTL4hAX8,5
tGt1DNegYMM,2
hLgYIzjTCP8,8
xFIuvAkFYpM,2
vBxggkypEDA,7
bXnRpfz8UcA,4
15JRTW-QAYA,1
yvpu-tM2Rio,0
IFaJ6R2MKHY,3
XVHqtoyJoxs,12
j94wM8E163Y,12
GwLLP-eoe7o,17
ptONPzs-btQ,7
D47ctcKYwjA,0
rc4EB0xBYzs,7
wOzjKDRsvB8,4
iherdb8SISo,1
W6TspTTHpzA,14
ji6CgSLVjjs,8
BsBdQWT5aG4,4
7w-0xrAmMMU,2
t4yg03r9KT0,17
4FRu2BBLtU8,5
ezmWmFqIY60,10
a5tvXHfFpVs,10
oMP1Hb3jhWE,15
eZ7wSyLS-v0,7
uLCjKfT1quw,17
2cU0FKjYsHw,1
e8-89k0nM5c,13
IdjWNXmEays,6
26oQubVb3z0,11
sv9BDozi4j4,8
PwgXTxE29WI,10
YTIMqLDqGGs,14
UD4LSqYMX7c,16
k3ie3azBN1s,15
n-RxAgB1jBY,8
xfhr9Lf4jRM,16
vmqiHPSwHZk,2
NPgJtaYN3WY,2
jHWg2X9IKhk,5
5YRHbjOblRw,18
vWwEO1dyYRA,15
DbM46qP-RgU,8
ZYp3vjRQZQQ,17
e-xZtNvrQKU,19
FhPX9Y9mL68,10
C14tybdv2TU,17
fF-h4plygL8,2
ljWzQri36Qo,2
Or9HX9AWlW8,8
uuERV8EEGCs,13
1JYKm5EX0jQ,12
2Q2cLWUd5vA,4
QbucG9bwB6s,8
mcpF04Vgi40,2
wBhQckyJbP8,14
cdt6XZCCKOQ,4
Y1pJcBb-ZBM,7
5aB7lxFXEqc,1
2HQkvi74tD4,7
WlIT8Vk8u9g,4
oRC8WfHenB0,4
skfg5sNIFvk,0
p6eY3ZU2OsI,10
K2b-dkTatyM,15
kgIk22yks0k,17
BCWHEDk1Qmk,11
l5G1res9nXQ,5
1j1kzMCSgHg,16
oP5cUaEkV1g,1
1effP13TOtA,9
VwOA54ki6CQ,3
zEve1U31tWA,14
h9HqIeLKVYQ,0
6kudhkMycH0,14
auvEQF5s8yc,12
s2WNLxlPnh0,14
Ki6uxEEwHEs,12
5aaWSASrwws,11
YfPAOKBJ2MM,15
OS63-n0lql4,12
39YyHhM679o,15
IevhJA27jc8,18
-l3Cq12DG3Q,6
7AxYrjl0OiY,2
yt7CjrHo6BQ,2
8dproeu7cTI,16
vsltvfLV9NY,11
Cn9AW6tv0ig,18
WdZE5z9suRM,12
ukICLrNz0jU,16
2Qy9jLxRHSQ,9
HXVFF0F9ij4,3
boX4453uip0,9
SbfNdS4WoD0,13
iwGR7Y0su4Y,5
9fcFQ65abHQ,12
9onV-KK-nhE,2
h2vi-2BEjsM,1
o4s-dZGZscw,8
Q3ROvYwcNFU,10
982kMbqMAz0,8
ukEpzOiS2ic,16
XVf0olk5m0w,5
P1BNz-y3T0A,4
CEoBAsl7zYo,16
QRd5HT4Ubus,3
2a868r9VXt4,7
fStvcikmOO4,7
NTnJ-xvsTms,10
kAZq3Mdw6YI,11
-wFgCv8DykA,2
3z-e-TiCGo4,19
TNqc2yWZztE,8
FJiv5KEDDeM,11
1vk8AOYnA2E,13
OGd0xxezlMQ,13
zHi9ZJhiFaM,2
bcWYw8Kcvog,15
1d3chozbasE,0
M--4nNuB6vs,14
NlYaa3VzWr4,1
HTh41roJkZ8,14
QHTZVlj4ANM,12
9jWAtQPQ9js,9
MleRZXIcsII,11
sUaDf-JB-1E,6
qPYoTZnsaAQ,19
3WQyCfQ45JQ,1
ab0MZtA9BPo,7
N2-Omc9bXk0,7
6hn33IWwZSc,8
Y5kBla9K6HY,7
CXewW18O6IA,8
WnsZId3IkLA,10
H9tWhH9iA5k,12
vg70GszMoNw,6
ct0xiWGxgkA,11
X8WLE2JuJGw,2
gfl7XTMkj28,15
hBoIjUV2HxU,8
Ept1Vx-SPHM,9
WirgPttG0-w,9
xxc-9X-ZTMM,8
YPl6LzY23GI,10
UScgY6sa25o,15
sVHvEFCNrVA,11
1IGxOSLmnL8,16
tU1YnzuIzgg,14
-es-LS8s4l4,0
nwn7bsA2GAc,16
BbUj4OBqfsc,0
6vl9Z16QLpg,7
eZbSruU7HtA,5
ReKsM2XyQM4,8
Fftnia47sWA,0
lNpxlSSP3sY,4
-NMbe5RMZzU,1
Z9VMV-KwF44,3
YlyvOGcqHnI,0
FZHCWlMu0uQ,3
FBP1EJ2GZBo,18
PZxdW993BCU,11
s9sxKFbxPqY,4
IrTCJh9OEKU,10
0Wh-qGInjqo,14
WFqw5V-p5Z4,16
s6mnVVcKszI,10
kOCbGCqCJ0o,1
yebX9W2HWYk,8
qRvxc5-Nb3k,0
xy4G708xMdQ,16
5C52l7qRxB4,2
MLkHXDgXYHg,8
Gj1EgYj9f6c,5
PzMpcWSvL5E,14
jlQ03K9363c,6
AaEGSyJgTFU,18
vqtkPaWK-3o,16
FDeB3DX25I0,4
PqQkyBvlEso,5
qNEFAzJEtug,12
pHdIQjCgdvw,3
bHxLpzxIikY,7
d8p0GNYXTRg,12
d3SuMZkxYqo,12
r9geJA2TS94,4
z2krxdQm69s,18
mdCa5v8oA08,11
TSbNjJY23g8,18
MpYsjXLD2Lk,10
thF1B8Nb8Nw,11
JFxEqQjhOyw,2
dWG0HDPThtY,12
c8ASySWEsZ8,13
yOxwwOsWRNY,4
aXcBFycf5ZA,15
iSYnaZj6drE,15
fkHVGx4pHpo,5
nzYor7LoUws,13
Jb13nJjAorI,8
8EM3ULtP3RE,1
1Mjxn54pu64,6
ddT080bNxsA,18
EvyIpX20mNA,8
1kgFsFFxsQ8,4
ikFzbj7pMm0,17
oJ1DAfmZPy4,5
HUvQWnWE3p0,14
Y42YMszK9f0,15
AMkyUP8U6go,8
ndN2jPjEmF8,15
TBTkFJqmp6Y,11
hYiNi85R13g,14
k-9jia8UtuY,2
mvrNGLasuyM,6
uJoEcDIYZ1s,7
e8SHJwNbvvE,2
yVzYQJyl-Zw,4
hmGxobDPARU,4
XfPpxX05cAo,16
eLVjJ8zwqQQ,5
VjTx-S3fjhM,7
FDWJkX5VMHA,12
kmx9ZqitSzA,4
FtuO1n56uF0,16
PRtpq6RiALI,5
gXxNoMZ-65U,12
zGxoPyejAgc,2
QF6vUyiDdT0,5
8Ysn1TGsAUE,11
giFHH4oQM-I,0
wnMVg56ke7w,3
wBbeLEpNpVg,1
QRYXzWgSWkA,8
QMNdIJe4ILQ,2
KqHhX2cmYoI,5
z5ySZpfcO4Q,8
rv27f01KWD0,14
pBHIaG806cM,8
lc5cVoiD7H0,18
12UpGIQWnvY,2
